,Name,Address,Boundary,City,ES_ZONENUM,IL_HOUSE,Match_addr,NetLabel1,Programs,Ref_ID,School_ID,Track,Type,User_fld,Y,ZIP,Adjusted_SU,Class,COLO,COMMAREA,ES_ZONENM,Governance,Grades,Label_Case,NetLabel2,Network,Status,WARD,Class2,Day20Count,GeoNetwork,Long_,Marker,Match_type,Open_Status,School_Typ,Short_Name,Side,UnitName,Addr_type,ARC_Street,ARC_ZIP,BndGrShort,BoundaryGr,Class3,Grade_Cat,Grades_Short,IL_SENATE,Lat,OBJECTID_1,ORACLE_ID,Pct_along,Phone,Score,Short_Desc,Status_2024,Typenum,US_CONGR,X,fillColor,fillOpacity,POINT_X,POINT_Y,coordinates,schoolHours,afterSchoolHours,earliestDropOffTime,phone,gradesOffered,websiteURL,isTitle1Eligible,studentCount,studentCountLowIncome,studentCountBlack,studentCountHispanic,studentCountWhite,contact_url,is_edlio,is_educational_networks,contact_emails
459,MCNAIR,4820 W WALTON ST,Attendance Area School,"Chicago, IL",6,8,"4820 W WALTON ST, 60651",Network,,27284,610282,Standard,Elementary School,0,1905901.14295,60651,0.45,Attendance Area School,0,AUSTIN,West Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",McNair,Network ES,Network 3,M,37,,327,3,-87.746731,blue_blank,A,OPEN,Traditional,MCNAIR,R,Ronald E McNair Elementary School,Address,4820 W WALTON ST,60651,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,4,41.897819,460,26301,34.48,(773)534-8980,100,McNair ES,Underutilized,1,7,1143951.187638,#000000,1,,,"[-87.746737, 41.897827]",7:30 AM-2:30 PM,,7:20 AM,7735348980,"PK,K,1,2,3,4,5,6,7,8",https://mcnairschool.org,True,333.0,261.0,238.0,87.0,5.0,https://mcnairschool.org/apps/contact,False,True,
460,MELODY,3937 W WILCOX ST,Attendance Area School,"Chicago, IL",6,10,"3937 W WILCOX ST, 60624",Network,Magnet_Cluster_STEM||,17704,610293,Standard,Elementary School,0,1899012.078644,60624,0.36,Attendance Area School,0,WEST GARFIELD PARK,West Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Melody,Network ES,Network 5,M,28,,318,5,-87.724661,blue_blank,A,OPEN,Traditional,MELODY,L,Genevieve Melody Elementary School,Address,3937 W WILCOX ST,60624,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,5,41.878799,461,26351,62.07,(773)534-6850,100,Melody ES,Underutilized,1,7,1150008.7582,#000000,1,,,"[-87.724667, 41.878807]",7:45AM - 2:45PM,3:00 PM -4:00PM,7:30 AM,7735346850,"PK,K,1,2,3,4,5,6,7,8",https://melodystem.org,True,346.0,276.0,275.0,54.0,17.0,https://melodystem.org/apps/contact,False,True,
461,PHOENIX MILITARY HS,145 S CAMPBELL AVE,Citywide,"Chicago, IL",7,10,"145 S CAMPBELL AVE, 60612",ISP,Military Academy||,49551,610304,Standard,High School,0,1899203.499849,60612,0.37,Citywide,0,NEAR WEST SIDE,Near West Side,District,"9, 10, 11, 12",Phoenix Military HS,ISP HS,ISP,M,27,,401,15,-87.68696,red_circle,A,OPEN,Traditional,PHOENIX MILITARY HS,L,Phoenix Military Academy High School,Address,145 S CAMPBELL AVE,60612,,,Citywide,HS,9-12,5,41.879118,462,55011,53.85,(773)534-7275,100,Phoenix Military Academy,Underutilized,3,7,1160274.98898,#000000,1,,,"[-87.686966, 41.879126]",7:00 AM-3:00 PM,,,7735347275,"9,10,11,12",https://phoenixmilitary.org,True,362.0,321.0,54.0,293.0,9.0,https://phoenixmilitary.org/apps/contact,False,True,
462,LELAND,512 S LAVERGNE AVE,Attendance Area School,"Chicago, IL",6,8,"512 S LAVERGNE AVE, 60644",Network,Magnet_Cluster_STEM_World_Language||,10551,610305,Standard,Elementary School,0,1897066.203271,60644,0.32,Attendance Area School,0,AUSTIN,West Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Leland,Network ES,Network 3,M,29,,307,3,-87.749276,blue_blank,A,OPEN,Traditional,LELAND,R,George Leland Elementary School,Address,512 S LAVERGNE AVE,60644,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,4,41.873587,463,26391,42.86,(773)534-6340,100,Leland ES,Underutilized,1,7,1143318.474665,#000000,1,,,"[-87.749281, 41.873595]",08:00 AM-03:00 PM,3:00PM - 6:00PM,7:55 AM,7735346340,"PK,K,1,2,3,4,5,6,7,8",https://leland.cps.edu,True,374.0,278.0,310.0,56.0,3.0,https://leland.cps.edu/apps/contact,False,True,
463,DE DIEGO,1313 N CLAREMONT AVE,Attendance Area School,"Chicago, IL",4,4,"1313 N CLAREMONT AVE, 60622",Network,Magnet_Cluster_IB||Specific_Aptitude||Comprehensive_Gifted||,14155,610313,Standard,Elementary School,0,1908744.355767,60622,0.41,Attendance Area School,0,WEST TOWN,Greater Milwaukee Avenue,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",De Diego,Network ES,Network 5,M,1,,528,5,-87.685756,blue_blank,A,OPEN,Traditional,DE DIEGO,R,Jose De Diego Elementary Community Academy,Address,1313 N CLAREMONT AVE,60622,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,2,41.905294,464,31261,20.69,(773)534-4451,100,De Diego Elem Academy,Underutilized,1,7,1160530.887747,#000000,1,,,"[-87.685762, 41.905302]",08:45 AM - 03:45 PM,,8:25 AM,7735344451,"PK,K,1,2,3,4,5,6,7,8",http://josedediego.cps.edu,True,510.0,338.0,121.0,347.0,24.0,http://josedediego.cps.edu/apps/contact,False,True,
464,RABY HS,3545 W FULTON BLVD,Citywide,"Chicago, IL",6,10,"3545 W FULTON BLVD, 60624",Network,CTE_CCA||,3843,610334,Standard,High School,0,1901730.661133,60624,0.14,Citywide,0,EAST GARFIELD PARK,West Side,District,"9, 10, 11, 12",Raby HS,Network HS,Network 15,M,28,,149,15,-87.715423,red_circle,A,OPEN,Traditional,RABY HS,L,Al Raby High School,Address,3545 W FULTON BLVD,60624,,,Citywide,HS,9-12,5,41.88621,465,46471,75.86,(773)534-6755,100,Raby HS,Underutilized,3,7,1152505.125255,#000000,1,,,"[-87.715429, 41.886218]","8:00 - 3:15 M, T, TH, F8:00 - 2:30 W","3:15 PM - 6:00 PM M,T,TH,F",7:30 AM,7735346755,"9,10,11,12",https://www.alraby.org,True,114.0,109.0,100.0,12.0,1.0,,,,
465,STAGG,7424 S MORGAN ST,Attendance Area School,"Chicago, IL",13,31,"7424 S MORGAN ST, 60621",Network,,44051,610339,Standard,Elementary School,0,1855485.234267,60621,0.49,Attendance Area School,0,ENGLEWOOD,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Stagg,Network ES,Network 11,M,17,,389,11,-87.649217,blue_blank,A,OPEN,Traditional,STAGG,R,Amos Alonzo Stagg Elementary School,Address,7424 S MORGAN ST,60621,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,16,41.758925,466,26521,54.55,(773)535-3565,100,Stagg ES,Underutilized,1,7,1170902.340429,#000000,1,,,"[-87.649222, 41.758933]",08:45 AM-03:45 PM,3:45 PM - 5:15 PM,8:30 AM,7735353565,"PK,K,1,2,3,4,5,6,7,8",https://staggsoe.org,True,391.0,247.0,304.0,74.0,3.0,https://staggsoe.org/apps/contact,False,True,
466,SABIN,2216 W HIRSCH ST,Citywide,"Chicago, IL",4,3,"2216 W HIRSCH ST, 60622",Network,Magnet_Elem_World_Language||,18835,610342,Standard,Elementary School,0,1909304.530172,60622,0.56,Citywide,0,WEST TOWN,Greater Milwaukee Avenue,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Sabin,Network ES,Network 6,M,1,Elementary Magnet,351,5,-87.68305,blue_circle,A,OPEN,Traditional,SABIN,R,Albert R Sabin Elementary Magnet School,Address,2216 W HIRSCH ST,60622,,,Elementary Magnet,ES,PK-8,2,41.906816,467,29371,66.67,(773)534-4491,100,Sabin Elem Magnet,Underutilized,1,7,1161263.374799,#000000,1,,,"[-87.683056, 41.906824]",09:00 AM-04:00 PM,4:00PM -6:00 PM,8:45 AM,7735344490,"PK,K,1,2,3,4,5,6,7,8",https://sabin.cps.edu,True,357.0,242.0,74.0,260.0,16.0,https://sabin.cps.edu/apps/contact,False,True,
467,CLAREMONT,2300 W 64TH ST,Attendance Area School,"Chicago, IL",12,6,"2300 W 64TH ST, 60636",Network,Magnet_Cluster_Technology_Partner||,36476,610347,Standard,Elementary School,0,1862190.252025,60636,0.44,Attendance Area School,0,CHICAGO LAWN,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Claremont,Network ES,Network 10,M,16,,330,10,-87.681061,blue_blank,A,OPEN,Traditional,CLAREMONT,R,Claremont Academy Elementary School,Address,2300 W 64TH ST,60636,7-8,"7, 8",Attendance Area School,ES,PK-8,3,41.777511,468,31301,0,(773)535-8110,100,Claremont Elem Academy,Underutilized,1,7,1162162.576741,#000000,1,,,"[-87.681067, 41.777518]",9:00 AM-4:00 PM,,,7735358110,"PK,K,1,2,3,4,5,6,7,8",https://claremontcps.org,True,340.0,294.0,245.0,90.0,2.0,https://claremontcps.org/apps/contact,False,False,
468,DEPRIEST,139 S PARKSIDE AVE,Attendance Area School,"Chicago, IL",6,8,"139 S PARKSIDE AVE, 60644",Network,Magnet_Cluster_IB||,45025,610367,Standard,Elementary School,0,1898635.572507,60644,0.66,Attendance Area School,0,AUSTIN,West Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",DePriest,Network ES,Network 3,M,29,,483,3,-87.766298,blue_blank,A,OPEN,Traditional,DEPRIEST,L,Oscar DePriest Elementary School,Address,139 S PARKSIDE AVE,60644,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,4,41.877979,469,26631,86.36,(773)534-6800,100,DePriest ES,Underutilized,1,7,1138671.932777,#000000,1,,,"[-87.766303, 41.877987]",07:30 AM-02:30 PM,2:30 PM - 5:30 PM,7:20 AM,7735346800,"PK,K,1,2,3,4,5,6,7,8",https://depriestschool.org,True,431.0,351.0,378.0,50.0,0.0,https://depriestschool.org/apps/contact,False,True,
469,WILLIAMS HS,4934 S WABASH AVE,Citywide,"Chicago, IL",11,5,"4934 S WABASH AVE, 60615",Network,CTE_CCA||,14804,610380,Standard,High School,0,1872735.397602,60615,0.1,Citywide,1,GRAND BOULEVARD,Bronzeville / South Lakefront,District,"9, 10, 11, 12",Williams Med Prep HS,Network HS,Network 17,M,3,,79,17,-87.62503,red_circle,A,OPEN,Traditional,WILLIAMS HS,R,Daniel Hale Williams Prep School of Medicine,Address,4934 S WABASH AVE,60615,,,Citywide,HS,9-12,3,41.806118,470,55161,58.62,(773)535-1120,100,Williams Prep School of Medicine,Underutilized,3,7,1177359.752055,#000000,1,,,"[-87.625036, 41.806125]",8:00 AM - 3:20 PM,3:30 PM - 5:30 PM,7:30 AM,7735351120,"9,10,11,12",https://dhwprepmed.org,True,70.0,60.0,67.0,1.0,0.0,https://dhwprepmed.org/apps/contact,False,True,
470,BRONZEVILLE HS,4934 S WABASH AVE,Citywide,"Chicago, IL",11,5,"4934 S WABASH AVE, 60615",Network,IB||,14804,610381,Standard,High School,0,1872402.607257,60615,0.1,Citywide,1,GRAND BOULEVARD,Bronzeville / South Lakefront,District,"9, 10, 11, 12",Bronzeville HS,Network HS,Network 17,M,3,,104,17,-87.625004,red_circle,A,OPEN,Traditional,BRONZEVILLE HS,R,Bronzeville Scholastic Academy High School,Address,4934 S WABASH AVE,60615,,,Citywide,HS,9-12,3,41.805204,471,55191,58.62,(773)535-1150,100,Bronzeville Scholastic Inst,Underutilized,3,7,1177369.450526,#000000,1,,,"[-87.62501, 41.805212]",9:00AM - 4:15PM,4:30 PM - 7:00PM,8:15 AM,7735351150,"9,10,11,12",https://bronzevillescholastic.org,True,111.0,100.0,103.0,7.0,0.0,https://bronzevillescholastic.org/apps/contact,False,True,
471,ORR HS,730 N PULASKI RD,Attendance Area School,"Chicago, IL",6,10,"730 N PULASKI RD, 60624",Network,,13673,610389,Standard,High School,0,1904746.701033,60624,0.71,Attendance Area School,1,HUMBOLDT PARK,West Side,District,"9, 10, 11, 12",Orr HS,Network HS,Network 15,M,37,,230,15,-87.72666,red_blank,A,OPEN,Traditional,ORR HS,L,Orr Academy High School,Address,730 N PULASKI RD,60624,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,5,41.894547,472,28151,50,(773)534-6500,100,Orr Academy HS,Efficient,3,7,1149423.976234,#000000,1,,,"[-87.726665, 41.894555]",8:00AM - 2:43PM (MONDAY- FRIDAY),2:45PM - 6:00PM,7:30AM,7735346500,"9,10,11,12",https://orracademy.org,True,311.0,215.0,156.0,147.0,4.0,https://orracademy.org/apps/contact,False,True,
472,COLLINS STEAM HS,1313 S SACRAMENTO DR,Citywide,"Chicago, IL",6,9,"1313 S SACRAMENTO DR, 60623",Network,,19475,610499,Standard,High School,0,1893718.011804,60623,0.32,Citywide,1,NORTH LAWNDALE,West Side,District,"9, 10, 11, 12",Collins STEAM HS,Network HS,Network 15,M,24,,213,15,-87.702042,red_circle,A,OPEN,Traditional,COLLINS STEAM HS,L,Collins Academy STEAM High School,Address,1313 S SACRAMENTO DR,60623,,,Citywide,HS,9-12,5,41.864149,473,49131,85.71,(773)534-1840,100,Collins Academy STEAM,Underutilized,3,7,1156208.02172,#000000,1,,,"[-87.702047, 41.864156]",08:00 AM - 03:15 PM,3:20-7:00PM,07:30 AM,7735341840,"9,10,11,12",https://collinsacademy.org,True,197.0,188.0,193.0,2.0,1.0,https://collinsacademy.org/apps/contact,False,True,
473,FRAZIER PROSPECTIVE,4027 W GRENSHAW ST,Citywide,"Chicago, IL",6,9,"4027 W GRENSHAW ST, 60624",ISP,Magnet_Elem_IB||,14974,610503,Standard,Elementary School,0,1894700.169289,60624,0.19,Citywide,0,NORTH LAWNDALE,West Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Frazier Prospective,ISP ES,ISP,M,24,Elementary Magnet,134,5,-87.727244,blue_circle,A,OPEN,Traditional,FRAZIER PROSPECTIVE,L,Frazier Prospective IB Magnet ES,Address,4027 W GRENSHAW ST,60624,,,Elementary Magnet,ES,K-8,5,41.86698,474,29411,44.83,(773)534-6880,100,Frazier Magnet ES,Underutilized,1,7,1149335.702132,#000000,1,,,"[-87.72725, 41.866987]",7:45AM - 2:45PM,3:00 - 4:00,07:45 AM,7735346880,"K,1,2,3,4,5,6,7,8",http://fraziermagnet.cps.edu/,True,129.0,108.0,117.0,11.0,1.0,,,,
474,AIR FORCE HS,3630 S WELLS ST,Citywide,"Chicago, IL",10,6,"3630 S WELLS ST, 60609",Network,Military Academy||,42826,610513,Standard,High School,0,1880744.929155,60609,0.16,Citywide,0,ARMOUR SQUARE,Greater Stockyards,District,"9, 10, 11, 12",Air Force HS,Network HS,Network 16,M,11,,118,16,-87.632757,red_circle,A,OPEN,Traditional,AIR FORCE HS,R,Air Force Academy High School,Address,3630 S WELLS ST,60609,,,Citywide,HS,9-12,3,41.828145,475,45231,51.72,(773)535-1590,100,Air Force Academy HS,Underutilized,3,7,1175187.629431,#000000,1,,,"[-87.632763, 41.828153]",07:30 AM-03:00 PM,03:00 PM - 06:00 PM,07:15 AM,7735351590,"9,10,11,12",https://afahs.org,True,130.0,107.0,72.0,52.0,4.0,https://afahs.org/apps/contact,False,True,
475,AUSTIN CCA HS,231 N PINE AVE,Attendance Area School,"Chicago, IL",6,8,"231 N PINE AVE, 60644",Network,,20037,610518,Standard,High School,0,1901563.939026,60644,0.1,Attendance Area School,0,AUSTIN,West Side,District,"9, 10, 11, 12",Austin CCA HS,Network HS,Network 15,M,37,,172,15,-87.761916,red_blank,A,OPEN,Traditional,AUSTIN CCA HS,R,Austin College and Career Academy High School,Address,231 N PINE AVE,60644,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,4,41.885993,476,46621,65.22,(773)534-0660,100,Austin College and Career Academy HS,Underutilized,3,7,1139845.627608,#000000,1,,,"[-87.761922, 41.886001]",8:45 AM - 3:45 PM ,4:00 PM - 6:00 PM,8:15 AM,7735340660,"9,10,11,12",https://accachicago.cps.edu,True,139.0,98.0,114.0,23.0,0.0,https://accachicago.cps.edu/apps/contact,False,True,
476,LASALLE II,1148 N HONORE ST,Citywide,"Chicago, IL",4,4,"1148 N HONORE ST, 60622",ISP,Magnet_Elem_World_Language||,8783,610520,Standard,Elementary School,0,1907902.317425,60622,0.55,Citywide,0,WEST TOWN,Greater Milwaukee Avenue,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",LaSalle II,ISP ES,ISP,M,1,Elementary Magnet,582,6,-87.673696,blue_circle,A,OPEN,Traditional,LASALLE II,L,LaSalle II Magnet Elementary School,Address,1148 N HONORE ST,60622,,,Elementary Magnet,ES,PK-8,2,41.902914,477,29101,64.29,(773)534-0490,100,LaSalle II Magnet,Underutilized,1,7,1163820.543241,#000000,1,,,"[-87.673702, 41.902922]",07:45 AM-02:45 PM,3:00-6:00PM,7:35AM,7735340490,"PK,K,1,2,3,4,5,6,7,8",http://www.lasalle2school.com,False,593.0,179.0,112.0,239.0,172.0,http://www.lasalle2school.com/apps/contact,False,True,
477,DAVIS M,6740 S PAULINA ST,Citywide,"Chicago, IL",13,32,"6740 S PAULINA ST, 60636",ISP,Magnet_Elem_Childrens_Engineering||STEM,8840,610521,Standard,Elementary School,0,1859928.843162,60636,0.3,Citywide,0,WEST ENGLEWOOD,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",M. Davis,ISP ES,ISP,M,16,Elementary Magnet,150,11,-87.66653,blue_circle,A,OPEN,Traditional,DAVIS M,R,Sir Miles Davis Magnet Elementary Academy,Address,6740 S PAULINA ST,60636,,,Elementary Magnet,ES,PK-8,16,41.771221,478,29391,51.72,(773)535-9120,100,Sir Miles Davis Magnet Elem Acad,Underutilized,1,7,1166143.901783,#000000,1,,,"[-87.666536, 41.771229]",07:45 AM-02:45 PM,,7:40 AM,7735359120,"PK,K,1,2,3,4,5,6,7,8",https://milesdavismagnet.org,True,122.0,104.0,100.0,22.0,0.0,https://milesdavismagnet.org/apps/contact,False,True,
478,OGDEN HS,1250 W ERIE ST,Citywide,"Chicago, IL",4,10,"1250 W ERIE ST, 60642",Network,IB||Selective_Enrollment_IG||,53408,610529,Standard,High School,0,1904519.287446,60642,0.59,Citywide,0,WEST TOWN,Greater Milwaukee Avenue,District,"9, 10, 11, 12",Ogden HS,Network HS,Network 15,M,27,,510,15,-87.659405,red_circle,A,OPEN,Traditional,OGDEN HS,R,Ogden International High School,Address,1250 W ERIE ST,60642,,,Citywide,HS,9-12,5,41.893548,479,24731,96.15,(773)534-0866,100,Ogden International HS,Underutilized,3,7,1167737.853976,#000000,1,,,"[-87.65941, 41.893555]",8:00AM - 3:10PM,ALL DAYS UNTIL 4:30PM,7:45AM,7735340866,"9,10,11,12",https://ogden.cps.edu,True,510.0,361.0,241.0,192.0,58.0,https://ogden.cps.edu/apps/contact,False,True,
479,SKINNER NORTH,640 W SCOTT ST,Citywide,"Chicago, IL",5,9,"640 W SCOTT ST, 60610",Network,Selective_Enrollment_Classical||,7436,610534,Standard,Elementary School,0,1908763.775348,60610,0.95,Citywide,0,NEAR NORTH SIDE,Greater Lincoln Park,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Skinner North,Network ES,Network 4,M,27,Classical,512,4,-87.644841,blue_circle,A,OPEN,Traditional,SKINNER NORTH,R,Skinner North,Address,640 W SCOTT ST,60610,,,Classical,ES,K-8,5,41.905109,480,22591,57.14,(773)534-8500,100,Skinner North,Efficient,1,7,1171669.125641,#000000,1,,,"[-87.644847, 41.905117]",8:30AM - 3:30PM,3:30 PM - 6:00 PM,8:30 AM (OR 7:00 IF DOING PAID BEFORE CARE),7735348500,"K,1,2,3,4,5,6,7,8",https://www.skinnernorth.org,False,513.0,62.0,21.0,32.0,123.0,https://www.skinnernorth.org/apps/contact,False,True,
480,STEM,1522 W FILLMORE ST,Citywide,"Chicago, IL",7,9,"1522 W FILLMORE ST, 60607",ISP,Magnet_Elem_STEM||,14190,610548,Standard,Elementary School,0,1895407.752847,60607,0.75,Citywide,0,NEAR WEST SIDE,Near West Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",STEM Academy,ISP ES,ISP,M,28,Elementary Magnet,403,6,-87.664969,blue_circle,A,OPEN,Traditional,STEM,R,STEM Magnet Academy,Address,1522 W FILLMORE ST,60607,,,Elementary Magnet,ES,K-8,5,41.868576,481,22711,61.11,(773)534-7300,100,STEM Magnet Academy ES,Efficient,1,7,1166293.703321,#000000,1,,,"[-87.664975, 41.868584]",7:45AM - 2:45PM,2:45 PM - 5:45 PM,7:40 AM,7735347300,"K,1,2,3,4,5,6,7,8",https://STEMMagnetAcademy.com,False,401.0,184.0,138.0,84.0,20.0,https://STEMMagnetAcademy.com/apps/contact,False,True,
481,CRANE MEDICAL HS,2245 W JACKSON BLVD,Citywide,"Chicago, IL",7,9,"2245 W JACKSON BLVD, 60612",Network,Magnet_HS||,45508,610561,Standard,High School,0,1898419.993214,60612,0.17,Citywide,0,NEAR WEST SIDE,Near West Side,District,"9, 10, 11, 12",Crane Med Prep HS,Network HS,Network 15,M,27,High School Magnet,264,15,-87.683301,red_circle,A,OPEN,Traditional,CRANE MEDICAL HS,L,Richard T Crane Medical Preparatory HS,Address,2245 W JACKSON BLVD,60612,,,High School Magnet,HS,9-12,5,41.876947,482,46641,46.15,(773)534-7600,100,Richard T Crane Medical Preparatory HS,Underutilized,3,7,1161277.395112,#000000,1,,,"[-87.683307, 41.876955]",8:00 AM - 3:16 PM,3:30 PM - 6:00 PM,7:15 AM,7735347600,"9,10,11,12",https://newcranemedicalprep.org,True,284.0,249.0,233.0,47.0,1.0,https://newcranemedicalprep.org/apps/contact,False,True,
482,KIPP - ONE,730 N PULASKI RD,Citywide,"Chicago, IL",6,10,"730 N PULASKI RD, 60651",Charter,,0,400180,Standard,Elementary Charter,0,1904476.518831,60624,0.71,Charter,1,HUMBOLDT PARK,West Side,Charter,"K, 1, 2, 3, 4, 5, 6, 7, 8",KIPP: One,Charter ES,Charter,M,37,,1032,5,-87.726615,blue_c,A,OPEN,Traditional,KIPP - ONE,L,KIPP One Academy,Address,730 N PULASKI RD,60651,,,Charter,ES,K-8,5,41.893805,483,66032,0,(773)938-8578,100,KIPP One Academy,Efficient,1,7,1149438.082176,#000000,1,,,"[-87.726621, 41.893813]",7:45AM - 3:30PM,,7:35AM,7739388578,"K,1,2,3,4,5,6,7,8",https://www.kippchicago.org,True,1002.0,842.0,555.0,444.0,2.0,https://www.kippchicago.org/apps/contact,False,False,info@kippchicago.org|careers@kippchicago.org|logo@2x.png|logo@2x-300x70.png
483,BRONZEVILLE CLASSICAL,8 W ROOT ST,Citywide,"Chicago, IL",11,5,"8 W ROOT ST, 60609",Network,,0,610590,Standard,Elementary School,0,1877516.907396,60609,0.71,Citywide,0,GRAND BOULEVARD,Bronzeville / South Lakefront,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Bronzeville Classical,Network ES,Network 9,M,3,Classical,423,9,-87.626621,blue_circle,A,OPEN,Traditional,BRONZEVILLE CLASSICAL,R,Bronzeville Classical Elementary School,StreetAddress,8 W ROOT ST,60609,,,Citywide,ES,K-8,3,41.819249,484,26181,0,(773)535-8085,100,Bronzeville Classical ES,Efficient,1,7,1176886.578132,#000000,1,,,"[-87.626627, 41.819257]",7:45 AM - 2:45 PM,2:45 PM - 6:00 PM,7:45 AM,7735358085,"K,1,2,3,4,5,6,7,8",https://bronzevilleclassical.cps.edu,False,458.0,73.0,340.0,22.0,23.0,https://bronzevilleclassical.cps.edu/apps/contact,False,True,
484,DIRKSEN,8601 W FOSTER AVE,Attendance Area School,"Chicago, IL",1,20,"8601 W FOSTER AVE, 60656",Network,,52626,609874,Standard,Elementary School,0,1933396.188025,60656,1.13,Attendance Area School,0,OHARE,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Dirksen,Network ES,Network 1,M,41,,1207,1,-87.841041,blue_blank,A,OPEN,Traditional,DIRKSEN,L,Everett McKinley Dirksen Elementary School,Address,8601 W FOSTER AVE,60656,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,10,41.973715,485,22871,0,(773)534-1090,100,Dirksen ES,Overcrowded,1,8,1118116.441736,#000000,1,,,"[-87.841047, 41.973723]",08:30 AM-03:30 PM,,8:15,7735341090,"PK,K,1,2,3,4,5,6,7,8",http://dirksen.cps.edu,True,1268.0,826.0,30.0,119.0,847.0,http://dirksen.cps.edu/apps/contact,False,True,
485,AMUNDSEN HS,5110 N DAMEN AVE,Attendance Area School,"Chicago, IL",2,13,"5110 N DAMEN AVE, 60625",Network,CTE_CCA||IB||,46122,609695,Standard,High School,0,1934182.915783,60625,1.47,Attendance Area School,0,LINCOLN SQUARE,Northwest Side,District,"9, 10, 11, 12",Amundsen HS,Network HS,Network 14,M,40,,1503,14,-87.679484,red_blank,A,OPEN,Traditional,AMUNDSEN HS,L,Roald Amundsen High School,Address,5110 N DAMEN AVE,60625,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,7,41.975067,486,46031,26.32,(773)534-2320,100,Amundsen HS,Overcrowded,3,9,1162044.298762,#000000,1,,,"[-87.67949, 41.975075]",7:45AM - 3:00PM,3:00 PM - 6:00 PM,7:00 AM,7735342320,"9,10,11,12",http://www.amundsenhs.org,False,1419.0,521.0,91.0,530.0,644.0,http://www.amundsenhs.org/apps/contact,True,False,
486,SENN HS,5900 N GLENWOOD AVE,Attendance Area School,"Chicago, IL",3,14,"5900 N GLENWOOD AVE, 60660",Network,IB||Magnet_HS||,24021,609730,Standard,High School,0,1939296.351422,60660,0.67,Attendance Area School,0,EDGEWATER,North Lakefront,District,"9, 10, 11, 12",Senn HS,Network HS,Network 14,M,48,High School Magnet,1453,14,-87.667136,red_blank,A,OPEN,Traditional,SENN HS,L,Nicholas Senn High School,Address,5900 N GLENWOOD AVE,60660,9-12,"9, 10, 11, 12",Attendance Area School/High School Magnet,HS,9-12,7,41.989029,487,47061,0,(773)534-2365,100,Senn HS,Underutilized,3,9,1165362.41286,#000000,1,,,"[-87.667142, 41.989036]",8:00 AM-3:15 PM M- TH/8:00 AM - 2:20 PM F,3:15 - 5:30 PM,7:15 AM,7735342365,"9,10,11,12",https://www.sennhs.org,True,1496.0,1043.0,351.0,593.0,269.0,https://www.sennhs.org/apps/contact,True,False,
487,SULLIVAN HS,6631 N BOSWORTH AVE,Attendance Area School,"Chicago, IL",3,14,"6631 N BOSWORTH AVE, 60626",Network,CTE_CCA||,10708,609733,Standard,High School,0,1944269.441213,60626,0.8,Attendance Area School,0,ROGERS PARK,North Lakefront,District,"9, 10, 11, 12",Sullivan HS,Network HS,Network 14,M,49,,723,14,-87.669192,red_blank,A,OPEN,Traditional,SULLIVAN HS,R,Roger C Sullivan High School,Address,6631 N BOSWORTH AVE,60626,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,7,42.002688,488,46301,51.72,(773)534-2000,100,Sullivan HS,Efficient,3,9,1164764.873373,#000000,1,,,"[-87.669198, 42.002695]","M, T, TH, F: 8:00AM - 3:11PM, W: 9:00AM - 3:07PM",3:20PM - 6:00PM,7:30AM,7735342000,"9,10,11,12",https://sullivanhs.org,True,726.0,470.0,221.0,272.0,112.0,https://sullivanhs.org/apps/contact,False,False,
